user_id,diet_type,product_name,PROD_CAT,predicted_risk,safety_score,health_score,recommendation_score
User_11,Regular,Product_1618,Grains,serious,0.3,0.6307190558212021,0.43228762232848084
User_11,Regular,Product_1895,Processed,serious,0.3,0.5636305942137472,0.4054522376854989
User_11,Regular,Product_2458,Vegetables,not_serious,0.9,0.7928604875588413,0.8571441950235366
User_11,Regular,Product_2533,Fruits,serious,0.3,0.7873503389936962,0.4949401355974785
User_11,Regular,Product_736,Meat,not_serious,0.9,0.5670549138367429,0.7668219655346972
User_12,Keto,Product_2618,Dairy,serious,0.3,0.8051728282408549,0.5020691312963419
User_12,Keto,Product_1364,Nuts,not_serious,0.9,0.9336565927551327,0.9134626371020531
User_12,Keto,Product_2185,Dairy,not_serious,0.9,0.9907773450925818,0.9363109380370327
User_12,Keto,Product_730,Dairy,undecided,0.6,0.5055426098178235,0.5622170439271295
User_12,Keto,Product_142,Meat,undecided,0.6,0.5626793758659856,0.5850717503463942
User_13,Keto,Product_2527,Vegetables,not_serious,0.9,0.7589551828725409,0.8435820731490165
User_13,Keto,Product_1030,Processed,undecided,0.6,0.7311489626378322,0.6524595850551329
User_13,Keto,Product_1961,Vegetables,not_serious,0.9,0.9053733663539469,0.9021493465415789
User_13,Keto,Product_498,Vegetables,serious,0.3,0.9628855822531643,0.5651542329012658
User_13,Keto,Product_1310,Dairy,not_serious,0.9,0.6514784813201915,0.8005913925280767
User_14,Vegetarian,Product_2293,Nuts,serious,0.3,0.9173487590536065,0.5469395036214426
User_14,Vegetarian,Product_228,Vegetables,undecided,0.6,0.601724487471114,0.6006897949884455
User_14,Vegetarian,Product_2971,Fruits,undecided,0.6,0.9836336163463621,0.7534534465385448
User_14,Vegetarian,Product_2345,Nuts,serious,0.3,0.8104380467654331,0.5041752187061732
User_14,Vegetarian,Product_1659,Nuts,undecided,0.6,0.8554096247367876,0.702163849894715
User_15,Vegetarian,Product_2307,Meat,undecided,0.6,0.8540816280433264,0.7016326512173305
User_15,Vegetarian,Product_809,Seafood,undecided,0.6,0.955566526485243,0.7422266105940972
User_15,Vegetarian,Product_2438,Dairy,undecided,0.6,0.5911234217307448,0.5964493686922979
User_15,Vegetarian,Product_2213,Dairy,undecided,0.6,0.5393915375803575,0.575756615032143
User_15,Vegetarian,Product_2708,Nuts,serious,0.3,0.5349753193407716,0.39399012773630865
User_16,Regular,Product_2822,Seafood,not_serious,0.9,0.5816009926973587,0.7726403970789435
User_16,Regular,Product_2869,Processed,undecided,0.6,0.737380222916437,0.6549520891665748
User_16,Regular,Product_1607,Vegetables,serious,0.3,0.6556443876385047,0.4422577550554019
User_16,Regular,Product_2415,Fruits,serious,0.3,0.7086962597055799,0.463478503882232
User_16,Regular,Product_2938,Vegetables,serious,0.3,0.57132167148084,0.408528668592336
User_17,Keto,Product_2577,Seafood,serious,0.3,0.69357764903925,0.4574310596157
User_17,Keto,Product_1632,Nuts,undecided,0.6,0.8627494686673765,0.7050997874669506
User_17,Keto,Product_1254,Seafood,undecided,0.6,0.7885814034003653,0.6754325613601462
User_17,Keto,Product_1,Meat,undecided,0.6,0.6765731212327282,0.6306292484930913
User_17,Keto,Product_2758,Fruits,undecided,0.6,0.5487888364147129,0.5795155345658851
User_18,Regular,Product_2203,Processed,serious,0.3,0.9342379646882539,0.5536951858753016
User_18,Regular,Product_312,Meat,serious,0.3,0.9796407153571117,0.5718562861428447
User_18,Regular,Product_1032,Vegetables,undecided,0.6,0.6376160640612445,0.6150464256244979
User_18,Regular,Product_236,Grains,undecided,0.6,0.9766581995194183,0.7506632798077674
User_18,Regular,Product_436,Nuts,serious,0.3,0.7027694213230331,0.46110776852921326
User_19,Vegan,Product_523,Processed,not_serious,0.9,0.9304863803860237,0.9121945521544095
User_19,Vegan,Product_182,Grains,serious,0.3,0.6660486931504164,0.44641947726016656
User_19,Vegan,Product_1129,Fruits,not_serious,0.9,0.5362286727986046,0.7544914691194419
User_19,Vegan,Product_1767,Vegetables,undecided,0.6,0.739227681948907,0.6556910727795628
User_19,Vegan,Product_281,Meat,not_serious,0.9,0.6247632390745238,0.7899052956298096
User_20,Keto,Product_349,Processed,not_serious,0.9,0.5552244945928819,0.7620897978371528
User_20,Keto,Product_912,Seafood,undecided,0.6,0.750392969385201,0.6601571877540804
User_20,Keto,Product_231,Meat,undecided,0.6,0.6906131682219541,0.6362452672887816
User_20,Keto,Product_2458,Vegetables,not_serious,0.9,0.7928604875588413,0.8571441950235366
User_20,Keto,Product_754,Fruits,undecided,0.6,0.7647691317757486,0.6659076527102994
User_21,Vegetarian,Product_2097,Fruits,serious,0.3,0.526675542031639,0.3906702168126556
User_21,Vegetarian,Product_812,Vegetables,not_serious,0.9,0.8726710017067637,0.8890684006827055
User_21,Vegetarian,Product_1254,Seafood,undecided,0.6,0.7885814034003653,0.6754325613601462
User_21,Vegetarian,Product_2020,Processed,serious,0.3,0.7560894782239724,0.48243579128958897
User_21,Vegetarian,Product_1753,Processed,not_serious,0.9,0.5293038534052354,0.7517215413620942
User_22,Keto,Product_2814,Meat,serious,0.3,0.9960355775444167,0.5784142310177667
User_22,Keto,Product_2184,Seafood,undecided,0.6,0.7336767205029613,0.6534706882011845
User_22,Keto,Product_1465,Grains,serious,0.3,0.6314951761431626,0.43259807045726506
User_22,Keto,Product_2285,Nuts,not_serious,0.9,0.6495736084986432,0.7998294433994573
User_22,Keto,Product_2787,Seafood,undecided,0.6,0.6704157634900652,0.628166305396026
User_23,Vegetarian,Product_1410,Meat,serious,0.3,0.6144974943487491,0.42579899773949964
User_23,Vegetarian,Product_1919,Vegetables,not_serious,0.9,0.6589451303524674,0.803578052140987
User_23,Vegetarian,Product_1809,Fruits,undecided,0.6,0.5733860623564169,0.5893544249425667
User_23,Vegetarian,Product_834,Vegetables,serious,0.3,0.8118685898086071,0.5047474359234428
User_23,Vegetarian,Product_2618,Dairy,serious,0.3,0.8051728282408549,0.5020691312963419
User_24,Keto,Product_858,Fruits,not_serious,0.9,0.8199446207352561,0.8679778482941025
User_24,Keto,Product_824,Nuts,serious,0.3,0.6877318792347549,0.45509275169390195
User_24,Keto,Product_1150,Seafood,serious,0.3,0.7216704098153182,0.46866816392612726
User_24,Keto,Product_20,Grains,serious,0.3,0.9348554949929235,0.5539421979971695
User_24,Keto,Product_2854,Fruits,serious,0.3,0.5223995368733514,0.38895981474934055
User_25,Vegetarian,Product_548,Fruits,not_serious,0.9,0.8104043599096189,0.8641617439638476
User_25,Vegetarian,Product_1607,Vegetables,serious,0.3,0.6556443876385047,0.4422577550554019
User_25,Vegetarian,Product_1462,Seafood,not_serious,0.9,0.6882797159886287,0.8153118863954516
User_25,Vegetarian,Product_1259,Dairy,not_serious,0.9,0.5775529712461658,0.7710211884984663
User_25,Vegetarian,Product_2234,Vegetables,undecided,0.6,0.9979245919038745,0.7591698367615498
User_26,Vegan,Product_1520,Grains,not_serious,0.9,0.5890829571173006,0.7756331828469203
User_26,Vegan,Product_718,Nuts,not_serious,0.9,0.905090741724291,0.9020362966897164
User_26,Vegan,Product_2597,Seafood,not_serious,0.9,0.6086419490207178,0.7834567796082872
User_26,Vegan,Product_2785,Nuts,undecided,0.6,0.8916573775480231,0.7166629510192093
User_26,Vegan,Product_48,Grains,serious,0.3,0.6311697087413766,0.43246788349655063
User_27,Vegetarian,Product_1893,Dairy,serious,0.3,0.7573945194837011,0.48295780779348046
User_27,Vegetarian,Product_1820,Processed,serious,0.3,0.9409117944738081,0.5563647177895232
User_27,Vegetarian,Product_2756,Vegetables,undecided,0.6,0.8865720172060927,0.7146288068824371
User_27,Vegetarian,Product_376,Meat,undecided,0.6,0.8853974856725079,0.7141589942690032
User_27,Vegetarian,Product_2119,Nuts,serious,0.3,0.9162681134354409,0.5465072453741764
User_28,Regular,Product_1802,Dairy,not_serious,0.9,0.8149399368021945,0.8659759747208778
User_28,Regular,Product_2207,Meat,undecided,0.6,0.9973713162463151,0.7589485264985261
User_28,Regular,Product_2383,Grains,not_serious,0.9,0.6680189684965789,0.8072075873986316
User_28,Regular,Product_1279,Meat,not_serious,0.9,0.6457097081841237,0.7982838832736495
User_28,Regular,Product_1361,Grains,undecided,0.6,0.8755778401712323,0.710231136068493
User_29,Vegetarian,Product_464,Meat,not_serious,0.9,0.9809962305242448,0.932398492209698
User_29,Vegetarian,Product_304,Fruits,not_serious,0.9,0.5382168236053277,0.7552867294421312
User_29,Vegetarian,Product_1316,Fruits,not_serious,0.9,0.8259091084272615,0.8703636433709047
User_29,Vegetarian,Product_1256,Grains,undecided,0.6,0.5016675331530628,0.5606670132612251
User_29,Vegetarian,Product_1062,Processed,serious,0.3,0.8171041901400615,0.5068416760560246
User_30,Keto,Product_1293,Vegetables,not_serious,0.9,0.647294741677692,0.7989178966710768
User_30,Keto,Product_48,Grains,serious,0.3,0.6311697087413766,0.43246788349655063
User_30,Keto,Product_1849,Fruits,not_serious,0.9,0.8368912331774012,0.8747564932709606
User_30,Keto,Product_1410,Meat,serious,0.3,0.6144974943487491,0.42579899773949964
User_30,Keto,Product_680,Nuts,not_serious,0.9,0.7826060601035405,0.8530424240414163
User_31,Vegan,Product_1040,Seafood,undecided,0.6,0.9930075853802288,0.7572030341520916
User_31,Vegan,Product_2928,Fruits,serious,0.3,0.9176730007098846,0.5470692002839539
User_31,Vegan,Product_2408,Processed,serious,0.3,0.5290509551172179,0.39162038204688715
User_31,Vegan,Product_1361,Grains,undecided,0.6,0.8755778401712323,0.710231136068493
User_31,Vegan,Product_2854,Fruits,serious,0.3,0.5223995368733514,0.38895981474934055
User_32,Keto,Product_2719,Fruits,undecided,0.6,0.5889633469232832,0.5955853387693133
User_32,Keto,Product_2763,Vegetables,undecided,0.6,0.9114190563230324,0.724567622529213
User_32,Keto,Product_1862,Dairy,serious,0.3,0.5619219176389152,0.4047687670555661
User_32,Keto,Product_1286,Fruits,undecided,0.6,0.9378085562062493,0.7351234224824997
User_32,Keto,Product_1939,Processed,undecided,0.6,0.6294555245536901,0.611782209821476
User_33,Vegetarian,Product_20,Grains,serious,0.3,0.9348554949929235,0.5539421979971695
User_33,Vegetarian,Product_1472,Vegetables,undecided,0.6,0.5540784151821198,0.5816313660728479
User_33,Vegetarian,Product_1308,Vegetables,not_serious,0.9,0.9670461271496043,0.9268184508598418
User_33,Vegetarian,Product_1589,Nuts,undecided,0.6,0.9511354153185658,0.7404541661274263
User_33,Vegetarian,Product_2446,Seafood,not_serious,0.9,0.7382248448353087,0.8352899379341235
User_34,Vegetarian,Product_2763,Vegetables,undecided,0.6,0.9114190563230324,0.724567622529213
User_34,Vegetarian,Product_2527,Vegetables,not_serious,0.9,0.7589551828725409,0.8435820731490165
User_34,Vegetarian,Product_1998,Processed,serious,0.3,0.5823154859095612,0.4129261943638245
User_34,Vegetarian,Product_498,Vegetables,serious,0.3,0.9628855822531643,0.5651542329012658
User_34,Vegetarian,Product_2266,Meat,serious,0.3,0.6886543244534312,0.4554617297813725
User_35,Keto,Product_71,Fruits,not_serious,0.9,0.7818704604049167,0.8527481841619667
User_35,Keto,Product_1919,Vegetables,not_serious,0.9,0.6589451303524674,0.803578052140987
User_35,Keto,Product_256,Processed,serious,0.3,0.5254675267988871,0.39018701071955486
User_35,Keto,Product_2244,Meat,not_serious,0.9,0.8299028490568854,0.8719611396227542
User_35,Keto,Product_699,Dairy,not_serious,0.9,0.6090936058220318,0.7836374423288127
User_36,Regular,Product_1292,Meat,undecided,0.6,0.5728780145957082,0.5891512058382833
User_36,Regular,Product_2629,Processed,not_serious,0.9,0.9079918969768639,0.9031967587907457
User_36,Regular,Product_725,Seafood,serious,0.3,0.5819831868443142,0.41279327473772565
User_36,Regular,Product_55,Meat,not_serious,0.9,0.8841353879818861,0.8936541551927545
User_36,Regular,Product_376,Meat,undecided,0.6,0.8853974856725079,0.7141589942690032
User_37,Vegetarian,Product_2436,Grains,serious,0.3,0.9089845675153869,0.5435938270061548
User_37,Vegetarian,Product_228,Vegetables,undecided,0.6,0.601724487471114,0.6006897949884455
User_37,Vegetarian,Product_1624,Grains,undecided,0.6,0.6529164982174488,0.6211665992869795
User_37,Vegetarian,Product_2525,Nuts,undecided,0.6,0.9407598382615472,0.7363039353046189
User_37,Vegetarian,Product_1600,Nuts,not_serious,0.9,0.8004574539938888,0.8601829815975556
User_38,Keto,Product_699,Dairy,not_serious,0.9,0.6090936058220318,0.7836374423288127
User_38,Keto,Product_1576,Processed,undecided,0.6,0.9930471623470739,0.7572188649388296
User_38,Keto,Product_281,Meat,not_serious,0.9,0.6247632390745238,0.7899052956298096
User_38,Keto,Product_45,Meat,undecided,0.6,0.5757274309391016,0.5902909723756407
User_38,Keto,Product_1146,Processed,undecided,0.6,0.6377171706968578,0.6150868682787431
User_39,Keto,Product_2683,Vegetables,undecided,0.6,0.6959785319937848,0.6383914127975139
User_39,Keto,Product_1569,Grains,undecided,0.6,0.6945081813841864,0.6378032725536745
User_39,Keto,Product_2351,Seafood,serious,0.3,0.6432322465583256,0.4372928986233302
User_39,Keto,Product_29,Meat,serious,0.3,0.8094606576442611,0.5037842630577045
User_39,Keto,Product_1035,Fruits,undecided,0.6,0.5085516023810264,0.5634206409524105
User_40,Vegan,Product_190,Processed,undecided,0.6,0.7738734242077391,0.6695493696830956
User_40,Vegan,Product_1562,Meat,not_serious,0.9,0.9394514833808396,0.915780593352336
User_40,Vegan,Product_2657,Nuts,not_serious,0.9,0.8829527432310327,0.8931810972924131
User_40,Vegan,Product_2618,Dairy,serious,0.3,0.8051728282408549,0.5020691312963419
User_40,Vegan,Product_1150,Seafood,serious,0.3,0.7216704098153182,0.46866816392612726
User_41,Vegetarian,Product_265,Fruits,not_serious,0.9,0.9804987990376112,0.9321995196150445
User_41,Vegetarian,Product_434,Meat,undecided,0.6,0.9057265329035915,0.7222906131614366
User_41,Vegetarian,Product_2928,Fruits,serious,0.3,0.9176730007098846,0.5470692002839539
User_41,Vegetarian,Product_1618,Grains,serious,0.3,0.6307190558212021,0.43228762232848084
User_41,Vegetarian,Product_2919,Grains,not_serious,0.9,0.5960801728562873,0.778432069142515
User_42,Vegetarian,Product_2128,Processed,undecided,0.6,0.9253919003005578,0.7301567601202231
User_42,Vegetarian,Product_1881,Fruits,undecided,0.6,0.961129056523627,0.7444516226094509
User_42,Vegetarian,Product_2844,Grains,undecided,0.6,0.5041797387103508,0.5616718954841403
User_42,Vegetarian,Product_1041,Fruits,undecided,0.6,0.7711367549551799,0.6684547019820719
User_42,Vegetarian,Product_2063,Nuts,undecided,0.6,0.8471048144569555,0.6988419257827823
User_43,Keto,Product_44,Meat,undecided,0.6,0.897958231652096,0.7191832926608384
User_43,Keto,Product_2252,Dairy,undecided,0.6,0.7369900292335094,0.6547960116934037
User_43,Keto,Product_1996,Fruits,serious,0.3,0.9140360168720629,0.5456144067488251
User_43,Keto,Product_2306,Fruits,not_serious,0.9,0.8756110968295386,0.8902444387318156
User_43,Keto,Product_1792,Processed,serious,0.3,0.9203449967879724,0.548137998715189
User_44,Keto,Product_2422,Seafood,undecided,0.6,0.5871711502410533,0.5948684600964214
User_44,Keto,Product_2311,Meat,undecided,0.6,0.8894858657239667,0.7157943462895867
User_44,Keto,Product_1516,Processed,undecided,0.6,0.9460007723532039,0.7384003089412816
User_44,Keto,Product_2919,Grains,not_serious,0.9,0.5960801728562873,0.778432069142515
User_44,Keto,Product_2547,Dairy,not_serious,0.9,0.7182052288618515,0.8272820915447406
User_45,Vegetarian,Product_2523,Nuts,undecided,0.6,0.804425361522131,0.6817701446088524
User_45,Vegetarian,Product_1805,Dairy,serious,0.3,0.7096824827996759,0.4638729931198704
User_45,Vegetarian,Product_983,Seafood,not_serious,0.9,0.829423851712858,0.8717695406851433
User_45,Vegetarian,Product_2577,Seafood,serious,0.3,0.69357764903925,0.4574310596157
User_45,Vegetarian,Product_2128,Processed,undecided,0.6,0.9253919003005578,0.7301567601202231
User_46,Vegan,Product_574,Processed,undecided,0.6,0.7348415636016529,0.6539366254406611
User_46,Vegan,Product_55,Meat,not_serious,0.9,0.8841353879818861,0.8936541551927545
User_46,Vegan,Product_2311,Meat,undecided,0.6,0.8894858657239667,0.7157943462895867
User_46,Vegan,Product_349,Processed,not_serious,0.9,0.5552244945928819,0.7620897978371528
User_46,Vegan,Product_1260,Processed,not_serious,0.9,0.5017380303949857,0.7406952121579943
User_47,Regular,Product_1433,Meat,serious,0.3,0.8413304918471454,0.5165321967388581
User_47,Regular,Product_175,Grains,serious,0.3,0.8060840125199665,0.5024336050079866
User_47,Regular,Product_2242,Vegetables,undecided,0.6,0.6145445069136974,0.605817802765479
User_47,Regular,Product_780,Vegetables,serious,0.3,0.7339999324936278,0.47359997299745116
User_47,Regular,Product_2533,Fruits,serious,0.3,0.7873503389936962,0.4949401355974785
User_48,Keto,Product_1189,Nuts,undecided,0.6,0.7713165904131085,0.6685266361652434
User_48,Keto,Product_681,Seafood,serious,0.3,0.8554335940251687,0.5221734376100675
User_48,Keto,Product_2197,Nuts,undecided,0.6,0.8203928302795882,0.6881571321118353
User_48,Keto,Product_2438,Dairy,undecided,0.6,0.5911234217307448,0.5964493686922979
User_48,Keto,Product_2233,Dairy,serious,0.3,0.6587372838784948,0.4434949135513979
User_49,Keto,Product_60,Dairy,undecided,0.6,0.7105392735974982,0.6442157094389993
User_49,Keto,Product_1624,Grains,undecided,0.6,0.6529164982174488,0.6211665992869795
User_49,Keto,Product_2092,Grains,not_serious,0.9,0.9033799505065457,0.9013519802026184
User_49,Keto,Product_1820,Processed,serious,0.3,0.9409117944738081,0.5563647177895232
User_49,Keto,Product_1682,Seafood,undecided,0.6,0.8977173123569968,0.7190869249427987
User_50,Keto,Product_359,Dairy,serious,0.3,0.686202504102684,0.45448100164107363
User_50,Keto,Product_1483,Vegetables,serious,0.3,0.6589280488287865,0.4435712195315146
User_50,Keto,Product_712,Vegetables,undecided,0.6,0.7953456967116476,0.678138278684659
User_50,Keto,Product_369,Processed,undecided,0.6,0.5020419089638335,0.5608167635855335
User_50,Keto,Product_1364,Nuts,not_serious,0.9,0.9336565927551327,0.9134626371020531
User_51,Vegan,Product_2367,Seafood,serious,0.3,0.708998028087062,0.46359921123482484
User_51,Vegan,Product_2528,Nuts,undecided,0.6,0.8501782216938776,0.7000712886775511
User_51,Vegan,Product_341,Meat,undecided,0.6,0.5251406049794327,0.5700562419917731
User_51,Vegan,Product_961,Vegetables,serious,0.3,0.7347527710924646,0.47390110843698585
User_51,Vegan,Product_2191,Vegetables,serious,0.3,0.7695522994602022,0.4878209197840809
User_52,Regular,Product_629,Processed,not_serious,0.9,0.6411729939068933,0.7964691975627574
User_52,Regular,Product_555,Nuts,serious,0.3,0.7876364330164725,0.495054573206589
User_52,Regular,Product_754,Fruits,undecided,0.6,0.7647691317757486,0.6659076527102994
User_52,Regular,Product_1513,Vegetables,serious,0.3,0.9159199793472919,0.5463679917389168
User_52,Regular,Product_147,Dairy,serious,0.3,0.7087197608291832,0.4634879043316733
User_53,Keto,Product_1032,Vegetables,undecided,0.6,0.6376160640612445,0.6150464256244979
User_53,Keto,Product_1256,Grains,undecided,0.6,0.5016675331530628,0.5606670132612251
User_53,Keto,Product_1308,Vegetables,not_serious,0.9,0.9670461271496043,0.9268184508598418
User_53,Keto,Product_1823,Meat,undecided,0.6,0.9675552352495285,0.7470220940998114
User_53,Keto,Product_1161,Seafood,serious,0.3,0.8183332916260158,0.5073333166504064
User_54,Vegan,Product_1150,Seafood,serious,0.3,0.7216704098153182,0.46866816392612726
User_54,Vegan,Product_2934,Vegetables,undecided,0.6,0.5246389998544974,0.5698555999417989
User_54,Vegan,Product_2031,Vegetables,serious,0.3,0.5843627424095438,0.4137450969638175
User_54,Vegan,Product_2590,Fruits,not_serious,0.9,0.8424844616616445,0.8769937846646578
User_54,Vegan,Product_845,Seafood,undecided,0.6,0.5482148780682708,0.5792859512273083
User_55,Vegan,Product_1695,Nuts,serious,0.3,0.6888859323031349,0.45555437292125395
User_55,Vegan,Product_1671,Seafood,serious,0.3,0.9683973716361376,0.567358948654455
User_55,Vegan,Product_1961,Vegetables,not_serious,0.9,0.9053733663539469,0.9021493465415789
User_55,Vegan,Product_2854,Fruits,serious,0.3,0.5223995368733514,0.38895981474934055
User_55,Vegan,Product_1523,Seafood,serious,0.3,0.9032160560175606,0.5412864224070242
User_56,Regular,Product_1548,Seafood,not_serious,0.9,0.6438093734640962,0.7975237493856385
User_56,Regular,Product_1062,Processed,serious,0.3,0.8171041901400615,0.5068416760560246
User_56,Regular,Product_1919,Vegetables,not_serious,0.9,0.6589451303524674,0.803578052140987
User_56,Regular,Product_55,Meat,not_serious,0.9,0.8841353879818861,0.8936541551927545
User_56,Regular,Product_168,Processed,not_serious,0.9,0.5322440376764073,0.752897615070563
User_57,Vegetarian,Product_165,Vegetables,not_serious,0.9,0.6884860344807708,0.8153944137923084
User_57,Vegetarian,Product_1820,Processed,serious,0.3,0.9409117944738081,0.5563647177895232
User_57,Vegetarian,Product_2657,Nuts,not_serious,0.9,0.8829527432310327,0.8931810972924131
User_57,Vegetarian,Product_2166,Nuts,undecided,0.6,0.6671551110276159,0.6268620444110464
User_57,Vegetarian,Product_5,Nuts,undecided,0.6,0.7438724400119392,0.6575489760047757
User_58,Keto,Product_725,Seafood,serious,0.3,0.5819831868443142,0.41279327473772565
User_58,Keto,Product_1869,Fruits,undecided,0.6,0.6177377543908342,0.6070951017563337
User_58,Keto,Product_1604,Meat,not_serious,0.9,0.5876198508972019,0.7750479403588808
User_58,Keto,Product_191,Dairy,undecided,0.6,0.9439892956588227,0.7375957182635291
User_58,Keto,Product_2488,Meat,not_serious,0.9,0.6293944179986597,0.791757767199464
User_59,Keto,Product_1282,Vegetables,not_serious,0.9,0.5287806687077317,0.7515122674830927
User_59,Keto,Product_1799,Vegetables,serious,0.3,0.8828001352809022,0.5331200541123609
User_59,Keto,Product_2234,Vegetables,undecided,0.6,0.9979245919038745,0.7591698367615498
User_59,Keto,Product_2155,Meat,serious,0.3,0.6030724429863619,0.4212289771945448
User_59,Keto,Product_579,Fruits,not_serious,0.9,0.6844813341627156,0.8137925336650863
User_60,Vegan,Product_791,Nuts,undecided,0.6,0.7455347593165571,0.6582139037266228
User_60,Vegan,Product_1682,Seafood,undecided,0.6,0.8977173123569968,0.7190869249427987
User_60,Vegan,Product_2079,Nuts,serious,0.3,0.6449957433184001,0.43799829732736006
User_60,Vegan,Product_539,Fruits,not_serious,0.9,0.9082983325444701,0.9033193330177881
User_60,Vegan,Product_2501,Processed,not_serious,0.9,0.9815289010066612,0.9326115604026646
User_61,Vegetarian,Product_722,Meat,not_serious,0.9,0.7296833135942824,0.8318733254377131
User_61,Vegetarian,Product_1292,Meat,undecided,0.6,0.5728780145957082,0.5891512058382833
